address,area,city,state,country,latitude,longitude,property_name,hotel_star_rating
"Near Kallar Waterfalls, Vattiyar P.O, Kallar",Pallivasal,Munnar,Kerala,India,10.0380683,77.0053233,Chai Guesthouse Munnar,0
"Punjabi pench ,Junction Road",Dampier Nagar,Mathura,Uttar Pradesh,India,27.49385273,77.67704698,Brij Dham Guest House,0
"No:1/3,K.B Arcade,Hunsur road(Corner of Bhudevi farm)",Jayalakshmipuram,Mysore,Karnataka,India,12.2958104,76.6393805,Casa Clarks INN,3
"1504, B wing, Imperial Heights, Opp Goregaon fire brigade, Off Goregaon link Road, Goregaon West, Mumbai",Goregaon,Mumbai,Maharashtra,India,19.1629338,72.839241,Castle Service Apartment - Malad (W),1
"Kunjithanny, Idukki Dist, Munnar",Main Town,Munnar,Kerala,India,10.0889333,77.0595248,Birds Valley Resorts,0
"1no. Kohora Gaon, Bogorijuri Kaziranga National Park , Dist: Golaghat, Assam (India)",Kaziranga,Kaziranga,Assam,India,26.5775358,93.1689333,Bon Habi Resort,1
"opp to shivaji park,peddawaltair,visakhapatnam-17",,Visakhapatnam,Andhra Pradesh,India,17.7361885,83.3296805,Chakri Guest House,2
"Byadarahalli Post, HalgurHobli, Malavalli Taluk , Madya District",Mandya District,Mandya,Karnataka,India,12.4307791,77.2175223,Bheemeshwari nature &amp; adventure camp by Jungle Lodges,0
"Behind Dominos Pizza, Jasoria enclave, Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,India,27.1614467,78.0372502,Bliss Home Stay,3
"Calangute Beach, Calangute, Goa",Calangute Area,Goa,Goa,India,15.5494718,73.744731,Calangute Residency,0
Ambavgarh- Near Kurabad House,Fatehsagar Lake,Udaipur,Rajasthan,India,24.5890187,73.6783031,"Chinar Villa, Nr.Fatehsagar Lake",0
"Ottakathalamedu,Kumily,Thekkady,Idukki District",Kumily,Thekkady,Kerala,India,9.625640954,77.16059801,Bijans Nature Resort,0
"3rd mail,sampige katte circle,2.5 km from somawarpet road madikeri",Somwarpet,Coorg,Karnataka,India,12.4225988,75.7403141,Blender Berry,0
"Bijju Nagar, Jharsuguda, Odisha",other,Jharsuguda,Orissa,India,21.8828307,84.0246733,Bishnu Palace,0
"Door No 17-440, Sundarayyar Street, Chittoor Ho, Chittoor - 517001, Near Old Bus Stand","No.2-128/1, Puttur Road, Kongareddypalli, Near RTC Bus Stand",Chittoor,Andhra Pradesh,India,13.217176,79.1003289,chandra residency,0
"P/O Kewzing Bazaar Below Kewzing Monastery,Ravangla Subdivision,South Sikkim",Ravangla Subdivision,Kewzing,Sikkim,India,27.28584,88.3945669,Bon Farmhouse,0
No: 242 Brooklands Coonoor Nilgiri,Kotagiri Road,Coonoor,Tamil Nadu,India,11.3552079,76.8067603,Blossoms Garden,0
"No. 1 and 2, Hesaraghatta main road, Chikkabanavara Bangaluru",Yeshwanthpur,Bangalore,Karnataka,India,13.0720866,77.5034333,Cinnamon Residency,3
"New No : 49, Sydenhams Road, Periyamet",Periamet,Chennai,Tamil Nadu,India,13.0826869,80.2705066,CENTRAL RESIDENCY,0
"13-6-616/J3/36, Peddakapu Layout, Tirupati Ho, Tirupati - 517501, Near R T C Bus Station",Main Town,Tirupati,Andhra Pradesh,India,13.6403071,79.4176391,CCR Residency,2
"2/734, Mysore Main Road,sathyamangalam taluk,district",Mysore Road,Sathyamangalam,Tamil Nadu,India,12.8206717,77.8907068,Bull and Bush Resort Satyamangalam,0
"Village Daronda, Bonovilla, Bolpur Santiniketan, West Bengal 731302, India",District Bus Stand,Shantiniketan,West Bengal,India,23.6813648,87.6861602,Bubahut Boutique Resort,0
Ootacamund.The Nilgiris.,Others,Ooty,Tamil Nadu,India,11.4069926,76.7035518,Chandra Nivas,0
"Naukuchiatal, Near Hanuman Temple",Naukuchiatal,Naukuchiatal,Uttarakhand,India,29.3456842,79.5605433,Camp lagoon,0
"Chendre,Alibaug,Dist.Raigad 402201",Ramnath Lake Area,Alibag,Maharashtra,India,18.6554173,72.86705096,BigSplash,0
"Ximer, Arpora, North Goa , Goa 403518",Baga Area,Goa,Goa,India,15.57545151,73.76061564,Casa Legend,0
"BUXA FEEDER ROAD, SANTALABARI, BUXA DUAR, DIST- ALIPURDUAR",Chalsa Hill Top,Dooars,West Bengal,India,26.4918891,89.5271026,Camp of Dooars,0
"Kazi Road, Gangtok",Kazi Road,Gangtok,Sikkim,India,27.3256949,88.6132309,Canaan Lodge,0
"Log Huts Road, Off Old Manali Road",Log Huts Area,Manali,Himachal Pradesh,India,32.25089806,77.17828607,Casa Bella Vista,0
"#35,Brigade Road",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9724861,77.6071336,Brigade Royale Premier Business Class Hotel,3
"Near Hoodi, Brookfield, Bangalore - 560037",Whitefield,Bangalore,Karnataka,India,12.9697999,77.7499467,Bulande Hospitality Near Graphite India Signal,0
Vainguinim Beach,Panjim Area,Goa,Goa,India,15.4586072,73.8167385,Cidade De Goa,5
"guhagar, shivaji chowk, ratnagiri",Guhagar,Guhagar,Maharashtra,India,17.4640665,73.1960032,Chaitanya Niwas,0
"Near All India Radio Tower, Jamnagar Road, Rajkot, Gujarat 360001",Jawahar Road,Rajkot,Gujarat,India,22.3144368,70.790491,Chouki Dhani,0
"C. M. Sieiro Guest House, Near paradise village, Tivai Vaddo, Calangute",Calangute Area,Goa,Goa,India,15.53960681,73.75943015,C.M.Sieiro Guest House,0
"IGI Airport , Terminal -3","Delhi Airport, Mahipalpur, Aerocity",Delhi,Delhi,India,28.5561624,77.0999578,Centaur Hotel,4
"Pedong Rishi Road, Kalimpong Ho, Kalimpong - 734301, Near Big Heart Tree",Pedong,Kalimpong,West Bengal,India,27.073658,88.4772009,chavi Village Resort,0
M -135 south city 1 Gurgoan,Others,Gurgaon,Haryana,India,28.4583384,77.06652,Citi Suites  southcity 1,0
"Outer Ring Road (North), Guruvayoor, Thrissur",Outer Ring Road (North),Guruvayoor,Kerala,India,10.5961586,76.0439883,Chandana Inn,3
"Main Link Road, Vasundhara Sector 16, Opposite Reliance Euro Park",,Ghaziabad,Uttar Pradesh,India,28.6691565,77.4537578,BLACK STONE HOTEL,0
Shivpuri,Rishikesh Badrinath Road,Rishikesh,Uttarakhand,India,30.1146663,78.3009966,Camp Himaliyan Adventure,0
"Behind Baba Petrol Pump, Near Bus Stand",Bus Stand,Tuljapur,Maharashtra,India,18.010037,76.0710681,Bhakti Sankul Lodge,0
"S.No. 127, Malgund, Nr. Ganapatipule,Ratnagiri",Malgund Village,Ganpatipule,Maharashtra,India,16.990215,73.3120233,Blue Ocean Resort &amp; Spa By Apodis,4
"On National Highway 8, behind 21st Century Hospital, Gunjan, GIDC, Vapi",Gidc,Vapi,Gujarat,India,20.37121773,72.923172,Budget Inn Palm Regency,3
PRATAP NAGAR OSIAN,Others,Jodhpur,Rajasthan,India,26.72481115,72.88811317,CAMP THAR,0
"hotel cabana  Behind Imperial Cinema, Lakshmi Narayan St, Chuna Mandi,New Delhi - ,India",Paharganj,Delhi,Delhi,India,28.6412478,77.2115913,Check In Room Chuna Mandi,3
near the Thekchen Choling Temple adjacent to HH the Dalai Lamas residence,Main Square,Mcleodganj,Himachal Pradesh,India,32.23305134,76.32484942,Chonor House,2
"Yavakapady Village Post, Kabbinakkad, Madikeri Taluk",Kakkabe,Coorg,Karnataka,India,12.4244205,75.7381856,Chingaara Estate Stay,0
"Champalipura, Ajwa Nimeta Road Dist: Baroda",Ajwa Nimeta Road,Vadodara,Gujarat,India,22.3071588,73.1812187,Casa Paradise Resort,3
E-564 Greater Kailash Part-2,Paharganj,Delhi,Delhi,India,28.635308,77.22496,BnB in GK II,1
8th mile rishi road Kalimpong,Rishi Road,Kalimpong,West Bengal,India,27.0744759,88.4767834,breathing Stone,3
"Village Maheshu, P.O Junga, Shimla",Others,Shimla,Himachal Pradesh,India,31.01322847,77.17678691,Camp Chrysalid Junga,0
Village- Guda Bishnoiyan,Others,Jodhpur,Rajasthan,India,26.10861743,73.08009837,Bishnoi Village Camp and Resort,2
"3/14, Mc Donald's Road,Next to kalaiyarangam thetar,Near to trichy central busstand  trichy","Salai Road,Thillainagar",Tiruchirappalli,Tamil Nadu,India,10.7978225,78.6840936,Breeze Residency,3
"Sam Sand Dune, Sam Village",Sam Sand Dunes,Jaisalmer,Rajasthan,India,26.8304527,70.5071565,Camp Royal Paradise,1
"Block C3, L and T South City, Arekere, Mico Layout, Off Bannerghatta Road",Bannerghatta Road,Bangalore,Karnataka,India,12.9115889,77.6044808,Catalyst- L&amp;T South City,3
"K.L Bernard Master Road, Near Village Office (Santa Cruz Ground), Njaliparambu",Fort Kochi,Cochin,Kerala,India,9.962996536,76.2421841,Christville Homestay,0
"Sipasarubali, Baliapanda, Puri, Odisha",Marine Drive,Puri,Orissa,India,19.7876816,85.7956868,Bluelily Beach Resort,3
"96, KALLURI NAGAR, OPP.PSG HOSPITAL MAIN GATE, BEHIND FUN REPUBLIC MALL , PEELAMEDU. COIMBATORE - 641004",Others,Coimbatore,Tamil Nadu,India,11.0331511,77.02766,Blue Stones Service Apartments,0
"H-54, South Extension part-1, New Delhi 110049",South Extension,Delhi,Delhi,India,28.5706494,77.221724,BORIBISTA BACKPACKING HOSTEL,0
"Ghat No. 17, Nehru Park, Dal Lake",Dal Lake Area,Srinagar,Jammu and Kashmir,India,34.10640279,74.8577929,Billoo Palace Houseboat,0
"Azad Chowk, Circular Road, Rewari",Rewari,Rewari,Haryana,India,28.20026613,76.62384531,Bilberry Hotel,3
"H.No.170/B, Titos Ln, Khobra Vaddo, Calangute, Bardez, Baga",Baga Area,Goa,Goa,India,15.55434668,73.75410575,Blue Marine Beach Resort,1
"1 Haridas Ji Ki Magri, Main Road, Udaipur 313001",Lake Pichola Area,Udaipur,Rajasthan,India,24.57870166,73.6705705,Chunda Palace,4
"C-202,Essel Tower,MG Road,Gurgaon",Others,Gurgaon,Haryana,India,28.635308,77.22496,Callista-1,0
Punnamada  Nehru Trophy Boat Race Starting Point,Finishing Point Road,Alleppey,Kerala,India,9.5008137,76.3533724,Chaandhni Lake View,2
"Bijainagar Fort, N.H-79 , Kushwah Farm Road, sanjay nagar, Hercules colony Rajasthan",Ana Sagar Lake Area,Ajmer,Rajasthan,India,26.4498954,74.6399163,Bijainagar Fort by 1589 Hotels,0
"VILL. NAGANI, P.O. GAHIDHAR, TIRTHAN VALLEY BANJAR, KULLU 175123",Tirthan valley banjar,Kullu,Himachal Pradesh,India,31.63925125,77.40194923,BISHT NIWAS,0
Log Hut Ara,Log Huts Area,Manali,Himachal Pradesh,India,32.2396325,77.1887145,Budget Cottages Manali,0
"beach road,civil station ward,near alappuzha passport office,alappuzha",Others,Alleppey,Kerala,India,9.396466825,76.35258131,canal view residency,0
"Near Bhuvaneswary Temple, Cherai Beach, Cherai",Cherai,Ernakulam,Kerala,India,9.9312328,76.2673041,Cherai Beach Palace,0
"192/ B 1,Mesbury, opp Government Museum India",Others,Ooty,Tamil Nadu,India,11.4064138,76.6932438,Breeze Cottage,1
"Landscape royale-3,Porba Vaddo,Calangute,Goa",Calangute Area,Goa,Goa,India,15.2993265,74.123996,Casa Amigos Holiday Homes,0
"evora 803, forlezela kalyaninagar, opp gold big cinemas",Kalyani Nagar,Pune,Maharashtra,India,18.5454891,73.901995,Cherry Tree,0
"28,2nd floor,305,Bellasis road,S.M. Mansion above anna leela hotel",Mumbai Airport,Mumbai,Maharashtra,India,18.9684004,72.8218168,Central Guest House,1
MG Road Statue. Opp secretariat south gate,Statue,Thiruvananthapuram,Kerala,India,8.4957693,76.948048,Chirag Inn,3
"1/498, Calvetty Road, Fort Kochi, Cochin",Fort Kochi,Ernakulam,Kerala,India,9.968564401,76.24558548,Brunton Boatyard,3
"Word No Development Nh 24 Derabassi, Derabassi, Zirakpur - 140507, Opposite Dab Dayanand Public School.",Nh 24,Dera Bassi,Punjab,India,30.6526298,76.8213748,Cassowary Hotel,1
Station Road,Railway Station,Ranchi,Jharkhand,India,23.3440997,85.309562,Chanakya BNR Ranchi,4
"Deen Dayal Upadhaya Marg, Minto Bridge Colony, Barakhamba, New Delhi, Delhi 110001, India",,Delhi,Delhi,India,28.635308,77.22496,Caravan Home Stay,1
"The Mall Road, Shimla",Main Town,Shimla,Himachal Pradesh,India,31.10206409,77.17793877,Bridge View Regency,3
"SIMSA ROAD ,KANYAL PO, CHHIYAL TEHSIL",Village Simsa,Manali,Himachal Pradesh,India,32.2254938,77.1827345,BHAWANI COTTAGE,2
"PAONTA SAHIB, SIRMAUR, HIMACHAL PRADESH 173025",Paonta Sahib Gurudwara,Paonta Sahib,Himachal Pradesh,India,30.445283,77.6020569,Carbery Farms,0
"Katla Bazar Kansara Street, Kakla Bazar, Near Kunj Bihari Mandir, Rawaton Ka Bass, Jodhpur, Rajasthan 342001",Mehrangarh Fort Area,Jodhpur,Rajasthan,India,26.2939712,73.0196819,Bob Hostel,2
"Close  to Mae De Deus Church, Cotula,Saligao, Goa",Calangute Area,Goa,Goa,India,15.54808269,73.7862737,Casa Fredwin Homestay,0
"Nehru Park, Dal Lake, Dalgate, Srinagar - 190001",Others,Srinagar,Jammu and Kashmir,India,34.1105857,74.8682569,Bul Bul Houseboats,3
"764/1A,PALANISWAMY NAIDU COLONY STREET,KALAPATTI MAIN ROAD,CIVIL AERODROME POST","Sitra, Avinashi Road",Coimbatore,Tamil Nadu,India,11.04549245,77.03941606,Challenger Residency,0
Century Resort dandeli Bhadakanshirda,Bhadakanshirda,Dandeli,Karnataka,India,15.2496775,74.6173738,Century resorts,0
"Near K.S.R.T.C Depo, Behind Lions Club, G.T Road",Madikeri,Coorg,Karnataka,India,12.4145983,75.7499417,Caveri Residency,3
"Market Chhak,Narendra Kona,Grand Road, Puri",Others,Puri,Orissa,India,19.8368546,85.8590198,Chandan Lodge,0
"Candolim, Bardez, Goa, India",Candolim Area,Goa,Goa,India,15.5145247,73.7683784,Casa Melhor Candolim 1 BHK Appartment,1
"Main Road Market, Raipur, Chhattisgarh",Station Road,Raipur,Chhattisgarh,India,21.2513844,81.6296413,Bhalla Dormitory Hotel,0
"no.139  perumbakkam Tambaram Taluk  ( 23 sholinganallur main road, , -600100 (Above Naturals)",Sholinganallur,Chennai,Tamil Nadu,India,12.90500474,80.20982153,Chandran Hyline,0
"14 and 15 Sector RoadNear Bus Stand ,Opposite Bawa Tarana Cinema Hall","14 &amp; 15 Sector Road , Near Bus Stand , Opposite Bawa Tarana Cinema Hall",Sonipat,Haryana,India,28.9287735,77.091281,Bright Guest House,0
"Village and roghee road, Tehsil Sangla, District Kinnaur",Roghi Road,Kinnaur,Himachal Pradesh,India,31.4520937,78.4012701,Birma Cottage,0
"571/A, Main Candolim Beach Road,Candolim Goa",Candolim Area,Goa,Goa,India,15.51825841,73.76643285,Casa Almeida Guest House,0
"The Palace, Po Bhainsrorgarh, Via Kota,50 kms from Kota",Kota,Kota,Rajasthan,India,24.9673086,75.5524157,Bhainsrorgarh Fort Hotel- 50 kms from Kota,1
opp Alila Diwa goa majorda,"Salcette, Goa",Goa,Goa,India,15.2436676,73.9830029,CAMRON GUEST HOUSE,0
3b-14 b.p n.i.t faridabad 121001,New Industrial Township,Faridabad,Haryana,India,28.384764,77.303723,blackresidency,0
"Round North,Thrissur",Round North,Thrissur,Kerala,India,10.5192579,76.2145961,BINI TOURIST HOME,0
"G1-302, Aquarius: Kad Developers-Marna, Siolim, Bardez. Goa",Candolim Area,Goa,Goa,India,15.6160059,73.78800964,Casa Melhor  2BHK in SIolim,1
Dara Gaon upper ichhay ( Way to Dr.Graham Homes School),Rishi Road,Kalimpong,West Bengal,India,27.066667,88.466667,Chukey's Homestay,0
"D105-Heritage Exotica at Arpora next big step Arpora, Goa-403516",Baga Area,Goa,Goa,India,15.2993265,74.123996,Casa Melhor  2BHK in Arpora,2
"Phase I A 5, Samira Complex, Sahan, Alibaug",Nagaon,Alibag,Maharashtra,India,18.63294769,72.92476012,Birje Home Stay,1
"Malla Ramgarh, District Nainital, Ramgarh, Uttarakhand",Ramgarh,Nainital,Uttarakhand,India,29.4464076,79.5596415,Cedar LodgeCedar Lodge,0
"Near German Bakery, Pequen Peddem, Anjuna, Goa",Anjuna Area,Goa,Goa,India,15.57544085,73.74784301,Chill Inn,0
"#105/3B, E Block 202, Rachenahalli, behind manyata tech park, hebbal",Hebbal,Bangalore,Karnataka,India,13.0567685,77.6277409,Chalet Riviera,1
"Opp: S.P. Office, Muppalam, Civil Station Ward,",Others,Alleppey,Kerala,India,9.49442,76.322173,Chembil Residency,0
"No.1424, Benki Nawab Street, Mandi Mohalla,Near Shree Talkies",,Mysore,Karnataka,India,12.2958104,76.6393805,Blue Diamond Lodge,0
"PANCHAPALLY TOURIST COMPLEX  , MUKUTMANIPUR , BARUGHUTU HILLS",Mukutmanipur,Bankura,West Bengal,India,22.9569938,86.7919009,CHARULATA ECO RESORT,0
"Camp AquaForest, Village Ghattugad, Neelkanth Mandir Road, Rishikesh,  Uttarakhand",Neelkhanth Road,Rishikesh,Uttarakhand,India,30.09403117,78.38364624,Camp AquaForest,5
"Maria Rosa Resort, Calangute, Goa",Calangute Area,Goa,Goa,India,15.2993265,74.123996,Casa Melhor Calangute,0
"Ghanekar Bldg,Jose Falcao Road,Near Panjim Church,Behind Old Secretariat, Panaji Goa",Panjim Area,Goa,Goa,India,15.4997551,73.8294565,Casa Paradiso,0
"Hawaii Beach Road, Behind Police Out Post, Dona Paula",Panjim Area,Goa,Goa,India,15.4568591,73.8038889,Casa Amarilla,3
"Camp Paradise, In front of Sam Sand Dune, Sam Village, Jaisalmer, Rajasthan",Sam Sand Dunes,Jaisalmer,Rajasthan,India,26.8416156,70.5458295,Camp Paradise,0
"Mahatma Gandhi Marg, Main Road, Ranchi",Main Road,Ranchi,Jharkhand,India,23.344187,85.3228297,Capitol Hill,4
"C-742 Sushantlok 1, Gurgaon",Sushant Lok,Gurgaon,Haryana,India,28.468328,77.076866,Citi Suites,0
Opp Old S.T Stand and ICICI Bank,Old S.T Stand,Tuljapur,Maharashtra,India,18.010037,76.0710681,Bhaktavatsal  Lodge,0
"Near Black Beach Kurakkanni, Varkala  Trivandrum District, Kerala  South India, Pin 695141",Thiruvambadi Road,Varkala,Kerala,India,8.7378685,76.7163359,Bohemian Masala Beach Resort,0
"Casa De Cris, Mobor, Cavelossim, Salcette - Goa",Mobor Beach Area,Goa,Goa,India,15.1573147,73.9462689,Casa De Cris,0
"Club Road, Hubli - 580029, Near Court Circle",Outer Circle,Hubli,Karnataka,India,15.3555438,75.132963,Chalukya Residency,1
Near Ganesh Temple and Bajaj Service Center Babu Line Aberdeen,Aberdeen Bazar,Port Blair,Andaman and Nicobar Islands,India,11.6675019,92.7412765,Citi Heart Hotel,0
"284/30, Opp. Alpine Industrial Estate, Military Road, Marol, Andheri (E)",Andheri,Mumbai,Maharashtra,India,19.11996481,72.88561641,Bharat Avenue,0
"1520-22, Sangtrashan Bazar, Pahar Ganj, Behind Vivek Hotel, Paharganj, 110055 New Delhi",Paharganj,Delhi,Delhi,India,28.6429575,77.2125569,Bombay Palace,1
"#123, Needarajappaiyar Street, (Near Amudha Surabi)",Others,Pondicherry,Pondicherry,India,11.9343533,79.8262733,Citi Business Hotel,2
"Biju Tower Mahem Gate, Circular Road, Bhiwani","Loharu, Charkhi Dadri",Bhiwani,Haryana,India,28.7990445,76.1335112,Chirag Guest House,1
"Gangani, NH 123, Barkot, Uttarakhand,249141",Nh 123,Barkot,Uttarakhand,India,30.8095473,78.2129208,Camp Nirvana,0
"Colomb Near Masjid, South End Palolem Beach, Canacona, Goa.",Palolem Beach Area,Goa,Goa,India,15.00467905,74.03170536,Castle House Palolem,2
"5th Floor, Commerce Center , Sayajigunj,",Sayaji Gunj,Vadodara,Gujarat,India,22.3071588,73.1812187,"Chandan Mahal Hotel ,Sayajigunj",0
D 21 / 12- A Chaussati Ghat.,Choushotti Ghat,Varanasi,Uttar Pradesh,India,25.3176452,82.9739144,Buddha Guest House,0
"No1, Brunton Cross Road",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9704738,77.6135333,Brunton Heights,3
"Near K.S.R.T bus stand, kushalnagar",KUSHALNAGAR,Coorg,Karnataka,India,12.4557188,75.9608267,BLOSSOM BREEZE HOME STAY,0
"3-30 North street,",Main Road,Kanyakumari,Tamil Nadu,India,8.0835553,77.5504491,Chithra Hotel,0
"Aarna Wild, Aarna Village, Mount abu Rajasthan",Delwara Road,Mount Abu,Rajasthan,India,24.5925909,72.7156274,Bluemoon Adventures,1
Baba davood bridge near shareh khass gate of downtown,Zero bridge,Srinagar,Jammu and Kashmir,India,34.08847266,74.81670678,BUY-N-SAVE,5
"Opp. Club Mahindra, Mussoorie-Chamba Road, Dhanaulti, Kanatal","7 Stone,Chamba Road",Kanatal,Uttarakhand,India,30.412054,78.3429,Camp Snowwoods,0
"No.134, 2nd Main, 2nd Stage, Indiranagar, Near Esi Hospital Road, Bangalore - 560038",Indiranagar,Bangalore,Karnataka,India,12.9718915,77.6411545,Blue Mountain Hotel,0
"opposite hotel Chandrama, Gopal Ballav Road, Puri Ho, Puri",Gopal Ballav Road,Puri,Orissa,India,19.7984678,85.8221719,Chandrama Guest House,0
"Vilaspur tank,","Near Dr.Zakir Hussain Circle,Ek Minar Road",Raichur,Karnataka,India,17.920735,77.52076001,Blackbuck Resort by Jungle Lodges,2
"Munnupedika, Kaipamangalam, Thrissur Kerala","Munnupedika, Kaipamangalam",Thrissur,Kerala,India,10.5276416,76.2144349,Chand V Regency,0
"54, Patliputra Colony, Sayog Hospital Road, Patliputra, Patna 800013",Patliputra Industrial Area,Patna,Bihar,India,25.63102101,85.11001091,Buddha Heritage,0
"House no-303, Curca canturlim, near the Curca panchayat, Ilhas- Goa",Panjim Area,Goa,Goa,India,15.46088856,73.87719522,Casa D.C.M &amp; Esmeralda,0
"No 3a, Main Road, Sarita Vihar  Mcd Dispensary Main Market , Delhi",Others,Delhi,Delhi,India,28.5279579,77.289785,Charanpahari Hotel,0
Village Kambre,Others,Pune,Maharashtra,India,18.7931606,73.5380629,Camp Chrysalid Kambre,0
Casito Holiday Home Chithirapuram P.O Thattathimukku Anachal,Pallivasal,Munnar,Kerala,India,10.0889333,77.0595248,Casito,0
"Peharsar, Jaipur - Agra Road, Nadbai, Bharatpur",Fatehpur Sikri Road,Bharatpur,Rajasthan,India,27.16619372,77.28705939,Chandra Mahal Haveli - Peharsar,3
"Flat no 301/504/603, Satellite Royal, Film City Road,, behind satellite towers, Goregaon East, Mumbai",Goregaon,Mumbai,Maharashtra,India,19.1551485,72.8678551,Castle Service Apartments Goregaon East,0
"Village Badal, Near Shivpuri Bridge,Shivpuri Village",Rishikesh Badrinath Road,Rishikesh,Uttarakhand,India,30.14118403,78.38547707,Camp Footloose,0
"Hotel BNT, Near canara bank,  BETNOTI, Odisha 757025",Betnoti,Mayurbhanj,Orissa,India,21.7399401,86.8431671,BNT Dharamshala,0
"401, Jyoti Medows, Plot no 135, Sher e Punjab, Tolani College Road,, Euro kids lane, Andheri east",Andheri,Mumbai,Maharashtra,India,19.1241087,72.8614488,Castle Service Apartment,1
"S.A.R.M. House (Behind Raja's Palace), 11, Ar. Street, Kanadukathan, Karaikudi, Tamil Nadu",S.A.R.M. House,Karaikkudi,Tamil Nadu,India,10.17444198,78.78072843,Chettinadu Mansion,4
"Bungalow 6,Marine House,Madhuras Estate,Lonavala",Valvan,Lonavala,Maharashtra,India,18.74806,73.40722,Bungalow 6,0
"TIRTHAN VALLEY ,VILL, MUNGLA, P.O. GAHIDHARA, THE, BANJAR, KULLU 175123",Tirthan Valley Banjar,Kullu,Himachal Pradesh,India,31.64114258,77.40675038,BHAGWATI HOME STAY,0
"15, Southern Avenue,",Others,Kolkata,West Bengal,India,22.5135652,88.3475776,BLUE PINE RETREAT,0
